arrest_count,month_id,boro_id,jurisdiction_id,perp_age_id,perp_sex_id,perp_race_id,vict_age_id,vict_sex_id,vict_race_id,court_count,complaint_count,shooting_count
1,3,4,1,4,1,3,,,,3,,
1,3,4,3,3,1,2,,,,,,
1,3,2,1,3,2,2,,,,11,,
1,3,1,3,3,1,4,,,,,,
1,3,1,1,4,2,2,,,,,,
1,3,2,1,3,1,3,,,,5,,
2,3,2,3,3,1,2,,,,,,
1,3,4,1,2,1,6,,,,1,,
1,3,1,1,3,2,4,,,,,,
1,3,1,,5,1,2,,,,,,
1,3,3,,2,1,2,,,,,,
2,3,4,1,5,1,2,,,,13,,
2,3,4,2,1,1,2,,,,58,,
1,3,4,,1,2,2,,,,,,
1,3,1,1,2,1,2,,,,,,
1,3,5,1,1,1,4,,,,31,,
1,3,3,1,3,2,2,,,,9,,
1,3,4,3,1,1,5,,,,,,
1,3,4,3,1,1,2,,,,11,,
1,3,1,,1,2,2,,,,,,
1,3,1,2,1,1,2,,,,,,
1,3,2,1,2,1,4,,,,33,,
1,3,3,2,2,2,4,,,,,,
1,3,2,3,1,1,4,,,,3,,
1,3,2,1,2,2,5,,,,2,,
2,3,4,2,2,1,1,,,,2,,
1,3,3,1,1,1,5,,,,2,,
1,3,1,,3,1,2,,,,,,
1,3,3,1,4,2,2,,,,2,,
1,3,1,3,2,1,4,,,,,,
1,3,5,2,1,1,2,,,,,,
1,3,4,1,1,2,1,,,,2,,
1,3,1,1,1,1,5,,,,,,
1,3,1,3,1,1,3,,,,,,
1,3,4,1,2,1,3,,,,34,,
1,3,4,2,4,1,2,,,,5,,
1,3,1,1,2,1,5,,,,,,
1,3,4,2,1,1,5,,,,1,,
1,3,1,3,3,1,3,,,,,,
1,3,1,3,2,2,4,,,,,,
1,3,1,1,2,2,4,,,,,,
1,3,4,2,3,1,3,,,,,,
1,3,1,2,4,1,2,,,,,,
2,3,5,1,1,2,4,,,,5,,
1,3,4,2,3,1,2,,,,7,,
1,3,3,1,2,2,3,,,,1,,
1,3,3,,2,2,2,,,,,,
1,3,2,,3,2,3,,,,,,
1,3,3,,2,1,5,,,,,,
1,3,2,1,2,2,4,,,,2,,
1,3,1,3,3,1,2,,,,,,
1,3,4,1,3,1,1,,,,11,,
1,3,1,1,5,1,2,,,,,,
1,3,5,1,3,1,4,,,,12,,
1,3,4,,3,1,2,,,,,,
1,3,5,,2,1,2,,,,,,
2,3,2,3,2,1,4,,,,4,,
1,3,1,1,2,1,4,,,,,,
1,3,3,3,1,1,4,,,,15,,
1,3,2,1,1,2,3,,,,1,,
1,3,3,1,5,2,2,,,,,,
1,3,2,2,1,1,2,,,,2,,
1,3,2,3,4,1,4,,,,,,
1,3,2,,3,1,2,,,,,,
1,3,3,2,1,1,1,,,,7,,
1,3,3,2,1,1,2,,,,39,,
1,3,4,2,2,1,2,,,,54,,
1,3,3,1,2,1,,,,,1,,
1,3,2,1,5,2,4,,,,1,,
1,3,5,,2,1,4,,,,,,
1,3,5,1,5,1,4,,,,,,
1,3,1,3,2,1,1,,,,,,
1,3,2,,3,1,,,,,,,
1,3,1,1,1,1,,,,,,,
1,3,3,2,1,2,2,,,,10,,
12,3,3,3,2,1,1,,,,9,,
3,3,2,,1,2,3,,,,,,
1,3,5,1,2,1,3,,,,11,,
2,3,1,,3,1,4,,,,,,
1,3,3,1,1,2,3,,,,4,,
1,3,2,,2,1,2,,,,,,
1,3,5,,5,1,3,,,,,,
1,3,2,1,3,2,5,,,,1,,
1,3,5,1,3,1,2,,,,14,,
1,3,2,,1,2,2,,,,,,
3,3,1,1,5,1,4,,,,,,
1,3,3,2,3,1,2,,,,5,,
1,3,1,,1,1,4,,,,,,
3,3,4,1,2,2,5,,,,2,,
2,3,2,,3,1,6,,,,,,
1,3,2,2,3,2,2,,,,,,
1,3,2,3,1,2,2,,,,,,
2,3,4,1,4,1,1,,,,4,,
1,3,2,2,1,2,2,,,,,,
1,3,2,1,5,2,1,,,,,,
1,3,3,,2,1,1,,,,,,
1,3,3,,1,2,4,,,,,,
1,3,2,,1,1,,,,,,,
1,3,3,3,2,1,5,,,,,,
2,3,5,1,4,1,2,,,,5,,
1,3,1,1,4,1,1,,,,,,
2,3,5,1,1,1,5,,,,7,,
1,3,3,1,1,1,3,,,,21,,
1,3,3,,3,1,1,,,,,,
1,3,4,1,5,1,1,,,,1,,
1,3,2,,5,2,2,,,,,,
1,3,4,3,2,2,2,,,,4,,
1,3,5,1,2,1,5,,,,3,,
1,3,3,,1,1,4,,,,,,
1,3,4,,1,1,3,,,,,,
1,3,3,2,3,1,1,,,,1,,
1,3,2,1,5,1,3,,,,1,,
1,3,2,1,1,2,1,,,,1,,
1,3,4,2,2,2,4,,,,2,,
2,3,2,,1,1,5,,,,,,
1,3,5,1,3,2,2,,,,3,,
1,3,2,,3,2,2,,,,,,
1,3,2,,2,1,5,,,,,,
1,3,1,,2,1,2,,,,,,
3,3,2,,3,1,1,,,,,,
4,3,5,1,4,2,2,,,,,,
1,3,3,1,4,2,1,,,,,,
1,3,4,2,2,1,4,,,,3,,
1,3,4,,3,1,1,,,,,,
1,3,3,2,3,1,4,,,,6,,
1,3,1,1,1,1,6,,,,,,
1,3,5,1,2,2,2,,,,4,,
1,3,2,,2,2,1,,,,,,
1,3,2,,2,2,2,,,,,,
1,3,3,1,1,2,5,,,,1,,
2,3,2,1,4,1,6,,,,,,
1,3,1,,2,1,4,,,,,,
1,3,3,1,3,1,3,,,,8,,
1,3,2,2,3,1,2,,,,1,,
2,3,2,,1,1,1,,,,,,
1,3,4,1,4,2,3,,,,,,
1,3,4,1,5,1,3,,,,,,
1,3,1,2,1,1,1,,,,,,
2,3,1,,4,1,2,,,,,,
1,3,3,3,1,2,2,,,,3,,
1,3,1,2,3,1,2,,,,,,
1,3,1,1,2,2,1,,,,,,
1,3,1,1,4,2,3,,,,,,
1,3,5,1,3,2,3,,,,1,,
1,3,3,2,1,2,1,,,,1,,
1,3,2,1,1,2,5,,,,1,,
1,3,4,1,1,2,6,,,,,,
1,3,1,,3,2,3,,,,,,
1,3,2,2,2,1,2,,,,1,,
1,3,3,1,2,2,1,,,,13,,
1,3,4,2,1,2,1,,,,,,
1,3,5,,1,1,3,,,,,,
1,3,1,,3,1,1,,,,,,
1,3,1,1,4,1,5,,,,,,
1,3,1,,1,1,3,,,,,,
1,3,2,1,3,1,6,,,,1,,
1,3,2,1,5,2,5,,,,1,,
1,3,3,2,2,2,2,,,,6,,
1,3,4,2,1,2,2,,,,9,,
1,3,2,,1,2,1,,,,,,
1,3,2,3,4,1,3,,,,,,
1,3,4,2,1,1,1,,,,7,,
2,3,4,,4,2,2,,,,,,
1,3,4,1,2,2,1,,,,,,
1,3,2,1,2,2,3,,,,1,,
1,3,3,1,3,2,3,,,,1,,
1,3,2,1,4,1,1,,,,,,
1,3,3,2,2,1,4,,,,15,,
1,3,3,1,3,2,1,,,,6,,
1,3,4,1,4,1,4,,,,9,,
13,3,4,1,2,1,5,,,,7,,
1,3,2,1,1,1,,,,,4,,
1,3,1,2,3,1,4,,,,,,
1,3,3,1,4,2,4,,,,1,,
1,3,2,1,1,2,6,,,,2,,
3,3,1,2,3,2,3,,,,,,
2,3,3,1,4,1,3,,,,1,,
1,3,4,2,3,1,1,,,,,,
1,3,1,1,5,1,1,,,,,,
1,3,4,1,3,2,4,,,,2,,
1,3,1,2,2,1,3,,,,,,
1,3,5,1,2,2,3,,,,4,,
1,3,1,3,1,1,,,,,,,
1,3,4,,1,1,4,,,,,,
1,3,1,1,2,2,5,,,,,,
1,3,1,2,2,2,4,,,,,,
1,3,4,1,1,2,,,,,1,,
1,3,4,2,2,2,2,,,,6,,
1,3,2,,3,1,3,,,,,,
1,3,1,2,2,1,4,,,,,,
1,3,4,1,1,1,,,,,16,,
2,3,1,,2,1,,,,,,,
1,3,3,1,5,1,3,,,,,,
1,3,1,,1,1,,,,,,,
1,3,4,2,3,2,4,,,,,,
1,3,4,2,1,1,3,,,,,,
1,3,1,3,1,2,4,,,,,,
1,3,3,1,3,1,5,,,,2,,
2,3,1,3,1,2,2,,,,,,
1,3,3,1,1,1,,,,,6,,
1,3,1,2,5,1,1,,,,,,
1,3,3,,1,1,3,,,,,,
1,3,4,1,4,2,4,,,,1,,
1,3,3,,2,1,4,,,,,,
2,3,1,2,1,2,4,,,,,,
1,3,4,3,3,1,3,,,,,,
1,3,4,2,1,1,4,,,,9,,
1,3,3,2,4,1,1,,,,2,,
2,3,5,,1,1,2,,,,,,
1,3,3,2,4,1,2,,,,6,,
1,3,2,1,4,2,2,,,,,,
1,3,1,1,5,2,2,,,,,,
1,3,3,1,5,1,1,,,,3,,
1,3,2,,2,2,3,,,,,,
1,3,4,1,5,1,,,,,7,,
1,3,1,2,3,1,3,,,,,,
4,3,4,1,5,2,3,,,,,,
1,3,2,,2,1,3,,,,,,
1,3,1,1,1,2,6,,,,,,
1,3,1,,2,2,2,,,,,,
1,3,4,1,5,2,2,,,,,,
1,3,4,3,2,1,1,,,,,,
1,3,5,1,2,2,4,,,,2,,
1,3,2,3,3,1,4,,,,1,,
1,3,4,3,1,2,2,,,,2,,
2,3,2,,5,1,4,,,,,,
1,3,3,,4,2,2,,,,,,
1,3,2,1,5,1,1,,,,,,
1,3,5,,2,1,5,,,,,,
1,3,1,2,2,1,1,,,,,,
1,3,3,,1,2,3,,,,,,
1,3,3,3,3,1,4,,,,11,,
1,3,5,,3,1,5,,,,,,
1,3,1,2,4,1,1,,,,,,
2,3,3,,3,2,2,,,,,,
1,3,4,3,4,1,2,,,,,,
1,3,1,2,2,2,1,,,,,,
1,3,5,1,3,1,5,,,,1,,
1,3,1,2,3,2,2,,,,,,
1,3,4,,2,2,2,,,,,,
1,3,1,1,5,1,5,,,,,,
1,3,2,1,4,1,5,,,,4,,
1,3,1,3,4,2,2,,,,,,
1,3,3,2,1,1,6,,,,,,
2,3,5,1,3,2,4,,,,4,,
1,3,5,1,4,1,4,,,,1,,
1,3,4,3,1,1,4,,,,4,,
1,3,5,3,4,1,2,,,,,,
1,3,4,1,3,2,5,,,,,,
1,3,2,1,1,1,6,,,,2,,
2,3,4,,4,1,2,,,,,,
1,3,1,2,2,2,3,,,,,,
2,3,2,2,2,2,2,,,,,,
1,3,1,,3,1,3,,,,,,
3,3,1,2,4,2,2,,,,,,
1,3,4,2,4,1,4,,,,3,,
1,3,3,2,1,2,4,,,,3,,
1,3,4,3,1,2,4,,,,,,
1,3,2,,2,2,4,,,,,,
1,3,5,1,5,1,5,,,,,,
1,3,1,1,4,2,4,,,,,,
1,3,4,2,4,1,1,,,,,,
1,3,5,,1,2,4,,,,,,
1,3,1,1,5,2,4,,,,,,
2,3,5,1,5,2,3,,,,,,
6,3,2,3,2,1,5,,,,,,
1,3,2,,2,1,4,,,,,,
1,3,2,,5,1,1,,,,,,
1,3,3,,1,2,2,,,,,,
1,3,4,,4,1,4,,,,,,
1,3,2,3,3,1,3,,,,,,
1,3,4,2,4,2,4,,,,,,
1,3,4,1,1,1,6,,,,1,,
1,3,1,2,4,1,6,,,,,,
1,3,1,2,3,2,1,,,,,,
1,3,1,3,4,1,1,,,,,,
1,3,4,2,4,2,2,,,,,,
1,3,2,3,2,2,2,,,,,,
1,3,3,2,3,2,2,,,,2,,
1,3,3,2,5,1,2,,,,,,
1,3,1,2,3,2,4,,,,,,
1,3,2,1,5,1,4,,,,1,,
1,3,3,2,4,1,4,,,,2,,
1,3,4,1,5,2,1,,,,,,
2,3,3,3,4,1,1,,,,,,
1,3,4,2,3,2,2,,,,,,
2,3,4,3,2,2,4,,,,,,
1,3,4,2,2,1,3,,,,,,
1,3,5,,5,1,2,,,,,,
1,3,3,,3,2,3,,,,,,
1,3,4,,1,2,3,,,,,,
1,3,1,3,3,1,1,,,,,,
1,3,5,1,4,1,3,,,,1,,
1,3,5,1,1,2,1,,,,2,,
1,3,3,1,2,1,5,,,,8,,
1,3,1,1,4,1,3,,,,,,
1,3,3,3,1,1,1,,,,4,,
1,3,1,2,4,2,4,,,,,,
1,3,3,,3,2,4,,,,,,
2,3,2,3,3,2,5,,,,,,
1,3,2,,2,2,5,,,,,,
1,3,4,,3,2,1,,,,,,
1,3,4,1,2,2,3,,,,2,,
1,3,4,1,3,2,1,,,,2,,
1,3,1,1,2,1,6,,,,,,
1,3,5,,1,1,4,,,,,,
1,3,1,3,5,1,1,,,,,,
1,3,5,3,1,2,3,,,,,,
1,3,2,1,3,2,,,,,,,
1,3,4,2,5,1,2,,,,,,
1,3,5,,1,1,5,,,,,,
1,3,5,1,3,2,5,,,,1,,
1,3,1,3,4,1,3,,,,,,
1,3,3,,1,2,1,,,,,,
1,3,1,3,1,2,3,,,,,,
1,3,4,1,5,1,5,,,,2,,
1,3,5,1,1,2,6,,,,,,
1,3,1,3,4,1,4,,,,,,
1,3,1,1,3,1,,,,,,,
1,3,1,3,5,1,2,,,,,,
1,3,1,3,4,2,4,,,,,,
1,3,1,1,2,2,3,,,,,,
1,3,1,2,4,1,4,,,,,,
1,3,5,1,3,1,1,,,,1,,
1,3,3,,2,2,4,,,,,,
1,3,1,3,5,1,4,,,,,,
1,3,2,1,4,1,3,,,,,,
1,3,5,1,1,2,5,,,,1,,
1,3,4,3,4,1,4,,,,,,
1,3,4,2,2,2,3,,,,,,
1,3,2,,5,1,3,,,,,,
2,3,4,1,2,1,,,,,9,,
1,3,2,3,1,1,2,,,,2,,
1,3,3,,3,1,,,,,,,
1,3,1,,2,1,1,,,,,,
1,3,1,,1,2,3,,,,,,
1,3,2,,5,2,3,,,,,,
2,3,2,2,3,1,4,,,,1,,
1,3,3,3,2,1,4,,,,12,,
1,3,1,,3,1,,,,,,,
1,3,5,1,3,1,,,,,,,
1,3,1,2,5,1,2,,,,,,
2,3,3,,4,2,4,,,,,,
1,3,4,3,1,2,3,,,,,,
1,3,1,1,3,1,6,,,,,,
1,3,2,1,5,2,2,,,,1,,
1,3,1,3,3,2,3,,,,,,
1,3,3,1,3,1,6,,,,1,,
1,3,2,,1,1,6,,,,,,
4,3,5,1,4,2,4,,,,,,
2,3,1,1,4,2,5,,,,,,
1,3,2,2,4,2,2,,,,,,
2,3,2,,5,1,2,,,,,,
1,3,4,2,1,2,3,,,,,,
1,3,1,,5,1,3,,,,,,
1,3,4,,2,1,4,,,,,,
1,3,1,1,5,2,3,,,,,,
1,3,2,1,2,1,,,,,,,
1,3,5,,4,1,4,,,,,,
1,3,5,,1,2,2,,,,,,
1,3,4,3,4,1,1,,,,,,
1,3,3,2,4,2,2,,,,2,,
1,3,4,,1,1,5,,,,,,
1,3,1,3,2,2,3,,,,,,
1,3,3,1,2,2,5,,,,,,
1,3,1,1,5,2,5,,,,,,
1,3,2,,1,2,,,,,,,
1,3,4,3,3,2,2,,,,,,
1,3,5,,3,1,2,,,,,,
1,3,4,3,1,1,1,,,,2,,
1,3,3,1,4,1,5,,,,4,,
1,3,2,1,3,2,1,,,,,,
1,3,2,1,1,2,,,,,,,
1,3,5,1,5,2,5,,,,,,
1,3,3,,1,1,,,,,,,
1,3,5,1,1,2,,,,,,,
1,3,1,3,3,2,2,,,,,,
1,3,4,3,5,1,2,,,,,,
1,3,1,3,2,2,2,,,,,,
1,3,1,3,3,2,1,,,,,,
1,3,3,,3,1,3,,,,,,
1,3,2,,5,1,5,,,,,,
1,3,1,,2,1,3,,,,,,
1,3,1,,3,1,5,,,,,,
1,3,2,,4,2,2,,,,,,
1,3,3,2,3,2,4,,,,1,,
1,3,2,,3,2,,,,,,,
1,3,2,2,2,1,4,,,,,,
1,3,3,3,3,1,1,,,,1,,
1,3,1,,2,1,5,,,,,,
1,3,2,,2,1,,,,,,,
1,3,3,1,1,2,,,,,2,,
1,3,2,3,1,2,4,,,,,,
1,3,5,1,2,2,6,,,,,,
1,3,2,2,3,2,4,,,,,,
1,3,2,1,5,2,3,,,,,,
1,3,2,3,4,1,2,,,,,,
1,3,2,,4,1,4,,,,,,
1,3,3,,5,1,4,,,,,,
1,3,4,1,4,2,5,,,,,,
1,3,4,,3,1,,,,,,,
1,3,1,1,2,2,6,,,,,,
1,3,4,1,3,1,,,,,16,,
1,3,5,1,5,1,2,,,,2,,
2,3,1,,3,2,4,,,,,,
1,3,5,,2,1,3,,,,,,
1,3,4,,3,1,4,,,,,,
1,3,3,,1,1,1,,,,,,
1,3,1,,4,2,4,,,,,,
1,3,3,3,2,2,4,,,,,,
1,3,5,1,2,1,1,,,,2,,
1,3,3,3,4,1,2,,,,1,,
1,3,5,1,5,2,2,,,,,,
1,3,1,1,2,1,,,,,,,
1,3,5,,3,2,2,,,,,,
1,3,3,,1,2,,,,,,,
1,3,5,1,1,1,6,,,,,,
1,3,4,,2,1,1,,,,,,
1,3,2,3,2,1,2,,,,2,,
1,3,2,1,4,2,3,,,,,,
1,3,2,3,5,1,5,,,,,,
1,3,2,3,1,1,1,,,,,,
1,3,1,2,1,1,6,,,,,,
1,3,1,2,1,1,3,,,,,,
1,3,4,,1,1,1,,,,,,
1,3,2,3,5,1,4,,,,,,
1,3,2,3,3,1,5,,,,,,
1,3,1,3,1,2,5,,,,,,
1,3,1,1,4,1,,,,,,,
2,3,1,2,1,2,1,,,,,,
1,3,4,3,3,1,1,,,,,,
1,3,3,3,4,1,4,,,,1,,
1,3,1,,4,2,2,,,,,,
1,3,4,2,1,1,,,,,,,
1,3,1,1,5,2,,,,,,,
1,3,2,1,5,1,6,,,,,,
1,3,5,1,2,2,1,,,,,,
1,3,4,,2,1,2,,,,,,
1,3,3,,5,1,2,,,,,,
1,3,4,,4,1,1,,,,,,
1,3,4,3,2,1,3,,,,,,
1,3,5,1,4,1,,,,,,,
1,3,4,,5,1,2,,,,,,
1,3,3,3,2,2,2,,,,5,,
1,3,1,,1,1,5,,,,,,
1,3,4,3,1,1,3,,,,1,,
1,3,3,1,2,2,,,,,1,,
1,3,1,1,1,2,,,,,,,
1,2,1,1,1,2,2,,,,,,
1,2,1,1,1,1,5,,,,,,
1,2,2,1,3,1,3,,,,4,,
1,2,1,1,3,2,2,,,,,,
1,2,1,2,2,1,2,,,,,,
1,2,2,1,1,2,2,,,,12,,
1,2,1,1,1,1,4,,,,,,
1,2,3,1,1,1,1,,,,131,,
1,2,2,1,3,2,2,,,,7,,
1,2,1,1,2,2,3,,,,,,
1,2,3,1,2,1,2,,,,141,,
1,2,3,2,1,1,1,,,,6,,
1,2,4,1,1,1,2,,,,321,,
1,2,5,1,1,1,3,,,,12,,
1,2,4,1,3,1,2,,,,142,,
1,2,4,1,2,1,2,,,,182,,
2,2,4,1,1,1,3,,,,38,,
1,2,2,1,3,1,2,,,,39,,
1,2,2,1,1,1,5,,,,28,,
1,2,2,1,1,1,2,,,,86,,
1,2,4,1,1,1,4,,,,68,,
1,2,3,1,3,1,1,,,,30,,
1,2,2,1,2,1,1,,,,6,,
1,2,1,1,2,1,2,,,,,,
1,2,2,1,1,1,4,,,,57,,
1,2,2,1,2,1,4,,,,34,,
1,2,1,1,2,1,1,,,,,,
1,2,1,,2,1,2,,,,,,
1,2,1,1,5,1,3,,,,,,
2,2,1,1,3,1,4,,,,,,
2,2,3,1,1,1,4,,,,163,,
5,2,1,1,1,1,3,,,,,,
1,2,5,1,3,1,4,,,,7,,
1,2,1,1,2,2,2,,,,,,
2,2,2,1,1,1,1,,,,8,,
1,2,4,1,5,1,2,,,,15,,
1,2,4,3,2,1,2,,,,7,,
1,2,1,1,1,1,1,,,,,,
2,2,3,1,3,1,2,,,,85,,
1,2,3,1,1,1,2,,,,263,,
1,2,4,1,4,1,4,,,,14,,
1,2,2,1,1,1,3,,,,17,,
1,2,2,,1,1,2,,,,,,
1,2,3,1,2,1,4,,,,93,,
1,2,4,2,2,2,2,,,,4,,
1,2,4,1,1,1,5,,,,24,,
1,2,2,1,1,2,5,,,,1,,
1,2,5,1,1,1,2,,,,14,,
1,2,1,,3,1,2,,,,,,
1,2,2,1,1,2,4,,,,11,,
2,2,4,1,2,1,1,,,,6,,
1,2,2,1,2,1,2,,,,45,,
1,2,1,1,2,1,3,,,,,,
1,2,1,1,2,1,4,,,,,,
1,2,4,1,3,1,4,,,,39,,
1,2,2,1,1,2,3,,,,3,,
2,2,1,1,3,2,5,,,,,,
1,2,1,1,1,1,2,,,,,,
1,2,4,2,1,1,2,,,,41,,
1,2,4,1,3,1,3,,,,16,,
1,2,4,,1,2,2,,,,,,
1,2,3,1,1,2,2,,,,38,,
2,2,3,2,1,2,4,,,,3,,
1,2,4,1,1,2,2,,,,25,,
1,2,2,1,2,1,3,,,,12,,
2,2,4,1,3,2,4,,,,4,,
1,2,1,1,1,2,4,,,,,,
1,2,2,1,5,1,3,,,,1,,
1,2,3,1,1,2,3,,,,3,,
1,2,5,1,3,1,3,,,,5,,
1,2,4,,3,1,2,,,,,,
2,2,2,,2,1,4,,,,,,
1,2,3,,2,2,2,,,,,,
1,2,4,1,2,1,4,,,,58,,
1,2,3,1,4,1,2,,,,32,,
1,2,1,1,1,2,3,,,,,,
2,2,2,1,3,2,3,,,,,,
3,2,4,1,2,2,2,,,,25,,
1,2,4,1,1,2,3,,,,10,,
1,2,4,3,1,2,2,,,,3,,
1,2,1,1,2,1,5,,,,,,
3,2,5,1,1,1,4,,,,11,,
1,2,1,3,3,1,2,,,,,,
1,2,4,1,4,1,2,,,,34,,
1,2,1,2,1,1,2,,,,,,
1,2,1,1,1,2,1,,,,,,
1,2,5,1,3,1,2,,,,5,,
1,2,3,1,3,2,2,,,,10,,
1,2,1,1,3,1,2,,,,,,
1,2,1,1,3,1,3,,,,,,
1,2,4,1,1,1,1,,,,28,,
1,2,1,1,1,2,5,,,,,,
1,2,4,1,1,2,4,,,,14,,
1,2,4,1,4,1,3,,,,2,,
1,2,1,1,3,2,1,,,,,,
1,2,2,,3,2,4,,,,,,
1,2,3,2,1,1,4,,,,8,,
1,2,1,1,2,2,5,,,,,,
1,2,4,3,1,1,2,,,,15,,
1,2,3,1,1,2,4,,,,33,,
1,2,2,1,3,1,4,,,,19,,
1,2,3,2,3,1,4,,,,7,,
1,2,1,1,3,2,4,,,,,,
1,2,4,2,3,2,1,,,,,,
1,2,5,1,3,2,3,,,,3,,
1,2,2,1,3,1,1,,,,1,,
1,2,3,1,3,1,4,,,,55,,
1,2,3,1,3,2,3,,,,,,
1,2,4,2,2,1,2,,,,38,,
1,2,3,1,1,1,5,,,,8,,
1,2,4,1,1,2,5,,,,5,,
1,2,2,,1,1,4,,,,,,
1,2,3,1,5,1,4,,,,3,,
1,2,4,1,3,2,2,,,,14,,
1,2,3,1,2,1,1,,,,91,,
1,2,4,3,1,2,3,,,,1,,
1,2,2,1,4,2,2,,,,1,,
1,2,2,,5,1,4,,,,,,
1,2,3,1,3,2,4,,,,12,,
1,2,1,,1,2,2,,,,,,
1,2,3,1,4,2,2,,,,2,,
1,2,1,2,1,2,2,,,,,,
1,2,4,2,2,2,1,,,,1,,
1,2,1,1,4,2,1,,,,,,
1,2,1,,3,1,1,,,,,,
1,2,2,,3,1,2,,,,,,
1,2,4,,1,1,1,,,,,,
1,2,1,2,3,2,2,,,,,,
1,2,2,1,4,1,2,,,,8,,
4,2,4,3,3,1,2,,,,3,,
1,2,4,3,2,2,1,,,,1,,
1,2,2,1,3,1,5,,,,13,,
1,2,4,,1,1,2,,,,,,
1,2,1,2,2,1,3,,,,,,
1,2,1,1,2,2,4,,,,,,
1,2,4,1,4,2,3,,,,2,,
1,2,3,3,1,1,2,,,,32,,
1,2,3,1,2,2,4,,,,18,,
1,2,3,3,1,1,4,,,,13,,
1,2,3,2,2,1,1,,,,2,,
1,2,3,1,5,2,2,,,,,,
2,2,3,3,2,1,2,,,,13,,
1,2,5,1,2,1,2,,,,11,,
1,2,2,1,5,1,,,,,,,
1,2,1,1,4,1,5,,,,,,
1,2,3,2,2,1,2,,,,47,,
1,2,5,1,2,1,3,,,,10,,
1,2,3,1,2,2,2,,,,16,,
1,2,2,,2,2,3,,,,,,
1,2,1,1,4,1,2,,,,,,
1,2,3,1,1,1,,,,,3,,
1,2,2,1,2,2,5,,,,,,
1,2,4,2,1,1,1,,,,6,,
1,2,2,,1,1,1,,,,,,
1,2,3,,1,1,2,,,,,,
1,2,3,1,3,1,3,,,,7,,
1,2,2,3,1,2,4,,,,,,
1,2,4,3,2,2,4,,,,1,,
1,2,1,1,4,1,4,,,,,,
2,2,3,1,4,1,4,,,,7,,
3,2,2,2,1,2,2,,,,,,
1,2,2,1,2,1,5,,,,13,,
1,2,4,1,3,1,5,,,,6,,
1,2,3,,2,1,1,,,,,,
1,2,4,1,2,1,3,,,,16,,
1,2,2,,1,1,5,,,,,,
1,2,2,3,2,1,4,,,,1,,
2,2,4,1,4,2,2,,,,8,,
1,2,2,,3,1,4,,,,,,
1,2,1,1,3,1,1,,,,,,
1,2,2,1,4,1,1,,,,1,,
1,2,1,,3,1,4,,,,,,
1,2,1,3,2,2,4,,,,,,
1,2,2,1,2,2,4,,,,9,,
1,2,5,,3,1,2,,,,,,
1,2,1,3,1,1,2,,,,,,
1,2,2,1,5,1,2,,,,8,,
1,2,3,1,1,1,3,,,,8,,
1,2,2,1,3,1,,,,,1,,
1,2,3,,3,2,4,,,,,,
1,2,3,2,1,1,2,,,,35,,
1,2,2,1,3,2,4,,,,6,,
1,2,3,1,5,1,2,,,,7,,
1,2,2,,1,2,3,,,,,,
1,2,1,,1,1,4,,,,,,
1,2,2,,2,1,3,,,,,,
1,2,2,1,2,2,2,,,,5,,
1,2,2,3,2,2,3,,,,,,
1,2,4,3,4,1,2,,,,4,,
1,2,2,1,1,1,6,,,,3,,
1,2,3,1,2,1,6,,,,2,,
1,2,1,1,5,2,5,,,,,,
3,2,2,3,2,1,2,,,,2,,
1,2,2,3,3,1,5,,,,,,
1,2,1,,1,1,2,,,,,,
1,2,3,1,2,2,1,,,,10,,
1,2,4,1,3,2,1,,,,,,
2,2,5,1,2,1,4,,,,4,,
1,2,4,1,5,2,2,,,,3,,
3,2,1,1,3,1,5,,,,,,
1,2,4,1,5,1,3,,,,,,
2,2,3,1,3,2,1,,,,1,,
1,2,3,1,2,1,,,,,1,,
4,2,3,,3,2,2,,,,,,
1,2,1,1,2,2,1,,,,,,
1,2,1,,3,2,2,,,,,,
1,2,1,3,1,1,5,,,,,,
1,2,2,3,1,1,4,,,,1,,
1,2,5,,1,1,3,,,,,,
1,2,3,1,4,1,1,,,,14,,
1,2,2,1,3,2,5,,,,3,,
1,2,3,1,2,1,5,,,,3,,
1,2,2,,5,1,2,,,,,,
1,2,1,,2,1,4,,,,,,
2,2,1,3,1,1,3,,,,,,
1,2,1,3,3,1,3,,,,,,
1,2,4,2,1,1,4,,,,12,,
3,2,1,2,3,1,1,,,,,,
1,2,2,,2,2,,,,,,,
1,2,2,3,1,1,2,,,,4,,
1,2,3,,2,1,4,,,,,,
2,2,4,1,2,1,5,,,,10,,
1,2,3,,2,1,2,,,,,,
1,2,3,1,2,1,3,,,,7,,
1,2,4,2,3,2,2,,,,1,,
1,2,4,1,2,2,4,,,,10,,
1,2,2,1,5,2,2,,,,,,
1,2,1,2,1,1,4,,,,,,
1,2,5,1,1,2,4,,,,2,,
1,2,2,3,1,1,1,,,,,,
1,2,4,,2,1,4,,,,,,
1,2,1,,5,2,1,,,,,,
1,2,1,,3,1,,,,,,,
1,2,1,2,3,1,2,,,,,,
1,2,1,2,2,2,2,,,,,,
1,2,1,2,3,1,4,,,,,,
1,2,3,1,2,2,3,,,,,,
2,2,5,1,1,2,2,,,,3,,
1,2,4,3,1,1,4,,,,8,,
1,2,4,2,3,1,2,,,,7,,
2,2,4,1,3,2,3,,,,4,,
1,2,4,,2,1,,,,,,,
1,2,1,1,2,1,,,,,,,
1,2,4,2,1,2,2,,,,5,,
